Date,Package,Title
1/31/20,PopGenome,An Efficient Swiss Army Knife for Population Genomic Analyses
1/31/20,psgp,Projected Spatial Gaussian Process Methods
1/31/20,raincpc,Obtain and Analyze Daily Rainfall Data from the USA Climate Prediction Center (CPC)
1/31/20,randtoolbox,Toolbox for Pseudo and Quasi Random Number Generation and Random Generator Tests
1/31/20,RAppArmor,Bindings to AppArmor and Security Related Linux Tools
1/31/20,RNifti,Fast R and C++ Access to NIfTI Images
1/31/20,rzmq,R Bindings for 'ZeroMQ'
1/31/20,SMM,Simulation and Estimation of Multi-State Discrete-Time Semi-Markov and Markov Models
1/31/20,SwarmSVM,Ensemble Learning Algorithms Based on Support Vector Machines
1/31/20,unix,POSIX System Utilities
1/31/20,wdman,'Webdriver'/'Selenium' Binary Manager
1/31/20,wkNNMI,A Mutual Information-Weighted k-NN Imputation Algorithm
1/31/20,wpp2019,World Population Prospects 2019
1/30/20,akc,Automatic Knowledge Classification
1/30/20,analogsea,Interface to 'Digital Ocean'
1/30/20,Bios2cor,From Biological Sequences and Simulations to Correlation Analysis
1/30/20,clickstream,Analyzes Clickstreams Based on Markov Chains
1/30/20,EasyMx,Easy Model-Builder Functions for 'OpenMx'
1/30/20,ethnobotanyR,Calculate Quantitative Ethnobotany Indices
1/30/20,gcmr,Gaussian Copula Marginal Regression
1/30/20,iemisc,Irucka Embry's Miscellaneous Functions
1/30/20,JSmediation,Mediation Analysis Using Joint Significance
1/30/20,LPGraph,Nonparametric Smoothing of Laplacian Graph Spectra
1/30/20,MicroNiche,Microbial Niche Measurements
1/30/20,palr,Colour Palettes for Data
1/30/20,psychomix,Psychometric Mixture Models
1/30/20,psychotree,Recursive Partitioning Based on Psychometric Models
1/30/20,regplot,Enhanced Regression Nomogram Plot
1/30/20,sara4r,An R-GUI for Spatial Analysis of Surface Runoff using the NRCS-CN Method
1/30/20,SGP,Student Growth Percentiles & Percentile Growth Trajectories
1/30/20,sharpshootR,A Soil Survey Toolkit
1/30/20,vapour,Lightweight Access to the 'Geospatial Data Abstraction Library' ('GDAL')
1/30/20,WaveSampling,Weakly Associated Vectors (WAVE) Sampling
1/29/20,av,Working with Audio and Video in R
1/29/20,chest,Change-in-Estimate Approach to Assess Confounding Effects
1/29/20,clustree,Visualise Clusterings at Different Resolutions
1/29/20,diversityForest,Diversity Forests
1/29/20,echor,Access EPA 'ECHO' Data
1/29/20,ExPanDaR,Explore Your Data Interactively
1/29/20,genridge,Generalized Ridge Trace Plots for Ridge Regression
1/29/20,geofd,Spatial Prediction for Function Value Data
1/29/20,Guerry,"Maps, Data and Methods Related to Guerry (1833) ""Moral Statistics of France"""
1/29/20,iai,Interface to 'Interpretable AI' Modules
1/29/20,mcmcse,Monte Carlo Standard Errors for MCMC
1/29/20,MGDrivE,Mosquito Gene Drive Explorer
1/29/20,optimos.prime,Optimos Prime Helps Calculate Autoecological Data for Biological Species
1/29/20,pbdMPI,Programming with Big Data – Interface to MPI
1/29/20,rabhit,Inference Tool for Antibody Haplotype
1/29/20,RankingProject,The Ranking Project: Visualizations for Comparing Populations
1/29/20,rbhl,Interface to the 'Biodiversity' 'Heritage' Library
1/29/20,rvertnet,"Search 'Vertnet', a 'Database' of Vertebrate Specimen Records"
1/29/20,sperich,Auxiliary Functions to Estimate Centers of Biodiversity
1/29/20,SubgrPlots,Graphical Displays for Subgroup Analysis in Clinical Trials
1/29/20,varrank,Heuristics Tools Based on Mutual Information for Variable Ranking
1/29/20,VeryLargeIntegers,Store and Operate with Arbitrarily Large Integers
1/28/20,bikm1,Co-Clustering Adjusted Rand Index and Bikm1 Procedure for Contingency and Binary Data-Sets
1/28/20,doRedis,'Foreach' Parallel Adapter Using the 'Redis' Database
1/28/20,fillr,Fill Missing Values in Vectors
1/28/20,FPDclustering,PD-Clustering and Factor PD-Clustering
1/28/20,gglogo,Geom for Logo Sequence Plots
1/28/20,httptest,A Test Environment for HTTP Requests
1/28/20,HURDAT,Hurricane Re-Analysis Project
1/28/20,iNEXT,Interpolation and Extrapolation for Species Diversity
1/28/20,metamedian,Meta-Analysis of Medians
1/28/20,ncf,Spatial Covariance Functions
1/28/20,nomogramFormula,Calculate Total Points and Probabilities for Nomogram
1/28/20,oro.nifti,Rigorous - 'NIfTI' + 'ANALYZE' + 'AFNI' : Input / Output
1/28/20,psychotools,Psychometric Modeling Infrastructure
1/28/20,Quartet,Comparison of Phylogenetic Trees Using Quartet and Split Measures
1/28/20,ragt2ridges,Ridge Estimation of Vector Auto-Regressive (VAR) Processes
1/28/20,rankFD,Rank-Based Tests for General Factorial Designs
1/28/20,repr,Serializable Representations
1/28/20,rredlist,'IUCN' Red List Client
1/28/20,rsparkling,R Interface for H2O Sparkling Water
1/28/20,SDEFSR,Subgroup Discovery with Evolutionary Fuzzy Systems
1/28/20,soilDB,Soil Database Interface
1/28/20,TropFishR,Tropical Fisheries Analysis
1/28/20,updog,Flexible Genotyping for Polyploids
1/27/20,archetypal,Finds the Archetypal Analysis of a Data Frame
1/27/20,cabinets,Project Specific Workspace Organization Templates
1/27/20,clustermole,Unbiased Single-Cell Transcriptomic Data Cell Type Identification
1/27/20,doRNG,Generic Reproducible Parallel Backend for 'foreach' Loops
1/27/20,esquisse,Explore and Visualize Your Data Interactively
1/27/20,mev,Multivariate Extreme Value Distributions
1/27/20,microdemic,'Microsoft Academic' API Client
1/27/20,PLNmodels,Poisson Lognormal Models
1/27/20,processR,Implementation of the 'PROCESS' Macro
1/27/20,sidrar,An Interface to IBGE's SIDRA API
1/27/20,SIS,Sure Independence Screening
1/27/20,WR,Win Ratio Analysis
1/26/20,ddi,The Data Defect Index for Samples that May not be IID
1/26/20,english,Translate Integers into English
1/26/20,ksharp,Cluster Sharpening
1/26/20,leaftime,'Leaflet-timeline' Plugin for Leaflet
1/26/20,shinypanels,Shiny Layout with Collapsible Panels
1/26/20,spatstat.data,Datasets for 'spatstat'
1/26/20,treedater,Fast Molecular Clock Dating of Phylogenetic Trees with Rate Variation
1/26/20,webr,Data and Functions for Web-Based Analysis
1/25/20,epimdr,"Functions and Data for ""Epidemics: Models and Data in R"""
1/25/20,ether,Interaction with the 'Ethereum' Blockchain
1/25/20,IsingSampler,Sampling Methods and Distribution Functions for the Ising Model
1/25/20,LPM,Linear Parametric Models Applied to Hydrological Series
1/25/20,PakPMICS2018,"Multiple Indicator Cluster Survey (MICS) 2017-18 Data for Punjab, Pakistan"
1/24/20,aqp,Algorithms for Quantitative Pedology
1/24/20,bacondecomp,Goodman-Bacon Decomposition
1/24/20,BAS,Bayesian Variable Selection and Model Averaging using Bayesian Adaptive Sampling
1/24/20,BioProbability,Probability in Biostatistics
1/24/20,ca,"Simple, Multiple and Joint Correspondence Analysis"
1/24/20,cder,Interface to the California Data Exchange Center
1/24/20,charlatan,Make Fake Data
1/24/20,ChemoSpec,Exploratory Chemometrics for Spectroscopy
1/24/20,cobs,Constrained B-Splines (Sparse Matrix Based)
1/24/20,datanugget,"Create, Refine, and Cluster Data Nuggets"
1/24/20,dixonTest,Dixon's Ratio Test for Outlier Detection
1/24/20,fad,Factor Analysis for Data
1/24/20,fdaACF,Autocorrelation Function for Functional Time Series
1/24/20,fracdiff,"Fractionally Differenced ARIMA aka ARFIMA(P,d,q) Models"
1/24/20,FSelectorRcpp,'Rcpp' Implementation of 'FSelector' Entropy-Based Feature Selection Algorithms with a Sparse Matrix Support
1/24/20,gh,'GitHub' 'API'
1/24/20,GLMMadaptive,Generalized Linear Mixed Models using Adaptive Gaussian Quadrature
1/24/20,hero,Spatio-Temporal (Hero) Sandwich Smoother
1/24/20,HydroCode,Hydrological Codes
1/24/20,joineRmeta,Joint Modelling for Meta-Analytic (Multi-Study) Data
1/24/20,jubilee,Forecasting Long-Term Growth of the U.S. Stock Market and Business Cycles
1/24/20,lpSolve,Interface to 'Lp_solve' v. 5.5 to Solve Linear/Integer Programs
1/24/20,magick,Advanced Graphics and Image-Processing in R
1/24/20,Map2NCBI,Mapping Markers to the Nearest Genomic Feature
1/24/20,nipals,"Principal Components Analysis using NIPALS or Weighted EMPCA, with Gram-Schmidt Orthogonalization"
1/24/20,nlist,Lists of Numeric Atomic Objects
1/24/20,prettyunits,"Pretty, Human Readable Formatting of Quantities"
1/24/20,RATest,Randomization Tests
1/24/20,Rdta,Data Transforming Augmentation for Linear Mixed Models
1/24/20,reactR,React Helpers
1/24/20,Rmpfr,R MPFR - Multiple Precision Floating-Point Reliable
1/24/20,robcp,Robust Change-Point Tests
1/24/20,robustrao,An Extended Rao-Stirling Diversity Index to Handle Missing Data
1/24/20,round,Rounding to Decimal Digits
1/24/20,rtsdata,R Time Series Intelligent Data Storage
1/24/20,santoku,A Versatile Cutting Tool
1/24/20,timeSeries,Financial Time Series Objects (Rmetrics)
1/24/20,USgrid,The Demand and Supply for Electricity in the US
1/23/20,altair,Interface to 'Altair'
1/23/20,bamp,Bayesian Age-Period-Cohort Modeling and Prediction
1/23/20,butcher,Model Butcher
1/23/20,Bvalue,B-Value and Empirical Equivalence Bound
1/23/20,convoSPAT,Convolution-Based Nonstationary Spatial Modeling
1/23/20,corpustools,"Managing, Querying and Analyzing Tokenized Text"
1/23/20,depcoeff,Dependency Coefficients
1/23/20,dtplyr,Data Table Back-End for 'dplyr'
1/23/20,EventDetectR,Event Detection Framework
1/23/20,FeedbackTS,Analysis of Feedback in Time Series
1/23/20,ggfocus,Scales that Focus Specific Levels in your ggplot()
1/23/20,icrf,Interval Censored Recursive Forests
1/23/20,LPWC,Lag Penalized Weighted Correlation for Time Series Clustering
1/23/20,metap,Meta-Analysis of Significance Values
1/23/20,metropolis,The Metropolis Algorithm
1/23/20,mnreadR,MNREAD Parameters Estimation and Curve Plotting
1/23/20,nat.nblast,NeuroAnatomy Toolbox ('nat') Extension for Assessing Neuron Similarity and Clustering
1/23/20,netstat,Retrieve Network Statistics Including Available TCP Ports
1/23/20,NLMR,Simulating Neutral Landscape Models
1/23/20,primerTree,Visually Assessing the Specificity and Informativeness of Primer Pairs
1/23/20,rarms,Access Data from the USDA ARMS Data API
1/23/20,rngtools,Utility Functions for Working with Random Number Generators
1/23/20,smoothr,Smooth and Tidy Spatial Features
1/23/20,spiR,Wrapper for the Social Progress Index Data
1/23/20,STMotif,Discovery of Motifs in Spatial-Time Series
1/23/20,TcGSA,Time-Course Gene Set Analysis
1/23/20,valueEQ5D,Scoring the EQ-5D Descriptive System
1/22/20,bupaR,Business Process Analysis in R
1/22/20,cimir,Interface to the CIMIS Web API
1/22/20,climdex.pcic,PCIC Implementation of Climdex Routines
1/22/20,DAMOCLES,"Dynamic Assembly Model of Colonization, Local Extinction and Speciation"
1/22/20,entropart,Entropy Partitioning to Measure Diversity
1/22/20,Minirand,Minimization Randomization
1/22/20,pamm,Power Analysis for Random Effects in Mixed Models
1/22/20,pangaear,Client for the 'Pangaea' Database
1/22/20,pcmabc,Approximate Bayesian Computations for Phylogenetic Comparative Methods
1/22/20,phuse,Web Application Framework for 'PhUSE' Scripts
1/22/20,PRIMAL,Parametric Simplex Method for Sparse Learning
1/22/20,psycho,Efficient and Publishing-Oriented Workflow for Psychological Science
1/22/20,Rcmdr,R Commander
1/22/20,REBayes,Empirical Bayes Estimation and Inference
1/22/20,teamcolors,Color Palettes for Pro Sports Teams
1/22/20,vegawidget,'Htmlwidget' for 'Vega' and 'Vega-Lite'
1/21/20,bio3d,Biological Structure Analysis
1/21/20,blockRAR,Block Design for Response-Adaptive Randomization
1/21/20,bpbounds,Nonparametric Bounds for the Average Causal Effect Due to Balke and Pearl and Extensions
1/21/20,ClimProjDiags,Set of Tools to Compute Various Climate Indices
1/21/20,EpiILMCT,Continuous Time Distance-Based and Network-Based Individual Level Models for Epidemics
1/21/20,genvar,An Imperative Library for Data Manipulation
1/21/20,hrcomprisk,Nonparametric Assessment Between Competing Risks Hazard Ratios
1/21/20,IDPmisc,'Utilities of Institute of Data Analyses and Process Design (www.zhaw.ch/idp)'
1/21/20,modEvA,Model Evaluation and Analysis
1/21/20,muHVT,Constructing Hierarchical Voronoi Tessellations and Overlay Heatmap for Data Analysis
1/21/20,networkDynamic,Dynamic Extensions for Network Objects
1/21/20,pgraph,Build Dependency Graphs using Projection
1/21/20,randomForestSRC,"Fast Unified Random Forests for Survival, Regression, and Classification (RF-SRC)"
1/21/20,rngWELL,Toolbox for WELL Random Number Generators
1/21/20,spacetime,Classes and Methods for Spatio-Temporal Data
1/21/20,threejs,"Interactive 3D Scatter Plots, Networks and Globes"
1/21/20,TSstudio,Functions for Time Series Analysis and Forecasting
1/21/20,ubiquity,"PKPD, PBPK, and Systems Pharmacology Modeling Tools"
1/20/20,abdiv,Alpha and Beta Diversity Measures
1/20/20,anytime,Anything to 'POSIXct' or 'Date' Converter
1/20/20,blob,A Simple S3 Class for Representing Vectors of Binary Data ('BLOBS')
1/20/20,bomrang,Australian Government Bureau of Meteorology ('BOM') Data Client
1/20/20,cpsurvsim,Simulating Survival Data from Change-Point Hazard Distributions
1/20/20,dani,Design and Analysis of Non-Inferiority Trials
1/20/20,deGradInfer,Parameter Inference for Systems of Differential Equation
1/20/20,depmixS4,Dependent Mixture Models - Hidden Markov Models of GLMs and Other Distributions in S4
1/20/20,emg,Exponentially Modified Gaussian (EMG) Distribution
1/20/20,geonapi,'GeoNetwork' API R Interface
1/20/20,imputeR,A General Multivariate Imputation Framework
1/20/20,ISwR,Introductory Statistics with R
1/20/20,provGraphR,Creates Adjacency Matrices for Lineage Searches
1/20/20,RIdeogram,Drawing SVG Graphics to Visualize and Map Genome-Wide Data on Idiograms
1/20/20,rmcfs,The MCFS-ID Algorithm for Feature Selection and Interdependency Discovery
1/20/20,rPAex,Automatic Detection of Experimental Unit in Precision Agriculture
1/20/20,SimDesign,Structure for Organizing Monte Carlo Simulation Designs
1/20/20,sirus,Stable and Interpretable RUle Set
1/20/20,theiaR,Download and Manage Data from Theia
1/20/20,tsna,Tools for Temporal Social Network Analysis
1/20/20,uclust,Clustering and Classification Inference with U-Statistics
1/20/20,XML,Tools for Parsing and Generating XML Within R and S-Plus
1/19/20,adehabitatLT,Analysis of Animal Movements
1/19/20,agricolae,Statistical Procedures for Agricultural Research
1/19/20,APML0,Augmented and Penalized Minimization Method L0
1/19/20,ballr,Access to Current and Historical Basketball Data
1/19/20,bggum,Bayesian Estimation of Generalized Graded Unfolding Model Parameters
1/19/20,BHSBVAR,Structural Bayesian Vector Autoregression Models
1/19/20,coala,A Framework for Coalescent Simulation
1/19/20,eggCounts,Hierarchical Modelling of Faecal Egg Counts
1/19/20,fcaR,Formal Concept Analysis
1/19/20,isoboost,Isotonic Boosting Classification Rules
1/19/20,LassoNet,3CoSE Algorithm
1/19/20,MethComp,Analysis of Agreement in Method Comparison Studies
1/19/20,mlr3verse,Easily Install and Load the 'mlr3' Package Family
1/19/20,NGSSEML,Non-Gaussian State-Space with Exact Marginal Likelihood
1/19/20,optpart,Optimal Partitioning of Similarity Relations
1/19/20,RandVar,Implementation of Random Variables
1/19/20,rchallenge,A Simple Data Science Challenge System
1/19/20,RPushbullet,R Interface to the Pushbullet Messaging Service
1/19/20,smoke,Small Molecule Octet/BLI Kinetics Experiment
1/19/20,solaR,Radiation and Photovoltaic Systems
1/19/20,xts,eXtensible Time Series
1/18/20,CovCombR,Combine Partial Covariance / Relationship Matrices
1/18/20,ELMSO,Implementation of the Efficient Large-Scale Online Display Advertising Algorithm
1/18/20,hildareadR,Extract Variables from HILDA
1/18/20,log4r,"A Fast and Lightweight Logging System for R, Based on 'log4j'"
1/18/20,SuppDists,Supplementary Distributions
1/17/20,bitsqueezr,Quantize Floating-Point Numbers for Improved Compressibility
1/17/20,bnspatial,Spatial Implementation of Bayesian Networks and Mapping
1/17/20,caTools,"Tools: Moving Window Statistics, GIF, Base64, ROC AUC, etc"
1/17/20,customLayout,Arrange Elements on the R's Drawing Area or Inside the PowerPoint's Slide
1/17/20,datapasta,R Tools for Data Copy-Pasta
1/17/20,HTLR,Bayesian Logistic Regression with Heavy-Tailed Priors
1/17/20,pglm,Panel Generalized Linear Models
1/17/20,rapiclient,Dynamic OpenAPI/Swagger Client
1/17/20,rlc,Create Interactive Linked Charts with Minimal Code
1/17/20,roll,Rolling Statistics
1/17/20,rrcov3way,"Robust Methods for Multiway Data Analysis, Applicable also for Compositional Data"
1/17/20,RSCAT,Shadow-Test Approach to Computerized Adaptive Testing
1/17/20,samplesize4surveys,Sample Size Calculations for Complex Surveys
1/17/20,smam,Statistical Modeling of Animal Movements
1/17/20,TestCor,FWER and FDR Controlling Procedures for Multiple Correlation Tests
1/16/20,automl,Deep Learning with Metaheuristic
1/16/20,ChillModels,Processing Chill and Heat Models for Temperate Fruit Trees
